Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
23201769.pdf,"  Serum  triglyceride  and free fatty acid levels in both the 3% and 5%-fed group were found to be reduced compared to  the  control  group  Additionally  the  feeding  of  the  onion  extract  increased  the  glucose tolerance  These  results  suggest  that  dietary  onion  extract  is  beneficial  for  improving diabetes  by  decreasing  lipid  levels  We  also  examined  differentiation  ability  of  rat  white preadipocyte  cells  using  the  onion  extract  and  its  sulfur-containing  components trisulfide, Cycloalliin,  S-methyl-L-cysteine,  S-propyl-L-cysteine  sulfoxide,  dimethyl especially  S-methyl-L-cysteine  sulfoxide  were  reported  to  be  effective  in  inhibiting formation of oil drop in the cells, suggesting that these compounds may be involved in the anti-obesity effect of the onion extract",,tomato,,inhibit,0
23201769.pdf," Body and adipose tissue weights, fasting blood glucose level were also improved in 5% of onion extract-fed group These results suggest that dietary onion extract improves diabetes by decreasing triglyceride and free fatty acid levels The effect of the onion extract seems to be dose-dependent Furthermore, onion extract and its sulfur-containing compounds  were  used  to  examine  differentiation  ability  of  rat  white  preadipocyte  cells  Cycloalliin,  S-methyl-L-cysteine, S-propyl-L-cysteine sulfoxide, dimethyl trisulfide, especially S-methyl-L-cysteine sulfoxide were found to be effective to inhibit formation of oil drop in the cells, suggesting that these compounds may play a vital role in suppressing obesity",,"oil, onion",,"suppress, inhibit",0
23234764.pdf," This is in line with previous reports on Ethiopiancomplementary dietsFrequent consumption of coffee and tea was observedSuch beverages contain phenolic compounds that inhibitthe absorption of Ca and Fe In addition to their appetite-suppressing effects, these beverages are of low nutrientdensity; thus when consumed especially with sugar, theymay displace more nutritious foods This could partlyexplain the low energy intakes from complementaryfoods relative to WHO estimated needs",energy,"oil, onion",,"suppress, inhibit",0
23234764.pdf,"Complementary feeding in northern EthiopiaIn both highlands and lowlands, efforts to enhancedietary diversity by including ASF, dairy, and fruits andvegetables rich in vitamin A and vitamin C are neededin view ofHowever, promotion of consumption of fruits will rstneed selection and cultivation of varieties adapted to theagro-climatic conditions of the highlands In the immediateincluding available green leafy vegetables likefuture,stinging nettles  in the complementary dietsof the children in the highlands may help enrich the dietswith vitamin C, provitamin A carotenoids and mineralsAlthough beverages such as tea and coffee have theadvantage of usually being safer in terms of microbialcontamination,their negative effects onmineral absorption and the appetite of the children, theirconsumption should be discouraged Caregivers shouldalso be informed of the potential toxicities associatedwith consumption of grass peas and broad beans, and theconsumption of other available legumes like chickpeas,lentils and eld peas should be encouraged",,sugar,enhance,,0
23257276.pdf," In late season, Salers beef cows with arelatively high milk yield potential maintained daily milkyield at the expense of body condition, whereas Charolaiscows, which have less milk potential reduced milk yield butlost less live weight  In agro-pastoralsystems, the feeding system is based on complementaritiesbetween cultivated grasslands, which are used to secureanimal performance in crucial periods such as mating orlactation, and rangelands, which are mostly grazed at timeswhen the animals have low nutrient requirements  When the availability of feed resources is low orunpredictable, dening seasonal priorities between animalswith high requirements or key production objectives , which will need to be givenpriority access to the best resources, and animals with lowrequirements or secondary production objectives, also helps inthe design of efcient feeding systems The diversity of grass-land types within a farm has been shown to improve farm self-sufciency for forage in both dairy  andsuckler farms  Recent work has also emphasizedthat a diversity of grazing management practices, that is, interms of stocking rate and periods, can enhance ability toovercome drought events ",,"peas, beans, lentils",enhance,,0
23257276.pdf," By limiting the risk of shrub encroachment, sheep1036grazing also preserved native Mediterranean species in thishighly diverse vegetation community Two major limitationsto its implementation on wider scales could be, rst, themarked seasonality of production, which concentratesworkload and is out of line with market requirements, andsecond, the management of grazing and manure distribu-tion, which requires close monitoring of vegetation dynamicsand animal behaviourOrganicrabbitsystemsOrganic rabbit production systems meet most agroecologicalprinciples  In north-western France, 1200 organicrabbits are currently produced every year from 70 females ina meat-sheep farm Purebred animals are raised outdoors inwire and wooden cages placed on the ground, which limitshousing requirements",,"beef, milk",raise,,0
23257276.pdf,"000 m3 of biogas from liquid and solid pigmanure, as this proves the most effective way to avoidenvironmental losses of CH4 from liquid manure while alsoreducing the biological activity of drug residues  The biogas produced 880 electric mWh, theannual electricity consumption of 250 houses, and a heatproduction of 847 thermal mWh The total volume of bio-mass recycled every year through the digester was 5300 t, ofwhich 84% came from the farm via pig manure and silage ofintercrops Rapeseed was pressed to extract oil for thedigester motor, and the pulp was recycled back into the pigdiet Animals were raised in heated housing, exploiting heatproduced from the digester, thus cutting back energy costsand greenhouse gas emission ",energy,"meat, sheep, rabbit",raise,,0
23263761.pdf," Gurav & Jyoti P JadhavReceived: 15 October 2012 / Accepted: 3 December 2012 / Published online: 21 December 2012# Springer-Verlag Berlin Heidelberg 2012Abstract Feather waste is a promising protein biomass avail-able as by-product from poultry processing was found to berich in peptides, amino acids, and minerals like nitrogen,phosphorus, potassium, calcium, magnesium, iron, manga-nese, zinc, and copper Soil and foliar application of theseproducts, besides representing a sustainable solution to theproblem of feather disposal, may also represent an effectivestrategy to tackle the environmental effluence As a conse-quence, they were also found to be very attractive in elevatingthe protein, amino acids, reducing sugar, total chlorophyll, andproline content of plants On the other side, fertilizing effectenhanced the antioxidant potential of banana fruit which wasassessed using 2, 2-diphenyl-1-picrylhydrazyl, ferric reduc-ing/antioxidant power, and N, N-dimethyl-p-phenylendi-amine",protein,oil,enhance,,0
23263761.pdf,"Banana fruit is a cost-effective energy source and used byendurance athletes because of the perception that they are agood source of energy The elevated sugar content may bedue to higher concentrations of the photosynthetic pigmentswhich favored the synthesis of carbohydrates on applicationwith FDP During the ripening process, this starch wereconverted into sugars through enzymatic breakdown processwhich showed accumulation of reducing sugars as reportedby Beaudry et al Peptides and amino acid as bioenhancer The feathers arerich source of protein  which was solublized intopeptides and amino acids using microbial keratinase","energy, protein","banana, sugar",enhance,,0
23264061.pdf," esculentus were observed negatively correlatedwith different dilutions of DE The positive responseon these parameters at 25 % concentration of DEmight be probably due to action of effluent acting asliquid manurial fertilizer at lower concentrations Thehigher concentrations of DE retarded the growthThus, it had both stimulatory and inhibitory effectson the maturity stage for the growth of seedlings asalso reported by Nath et al  for wheat, gardenpea, black gram, and mustard and by Pandey et al",,sugar,,inhibit,0
23292316.pdf,"Further study is also required to determine if wools withhigh calcium and magnesium content are more prone tobacterial colonisation on the fibre surface, or whether highlevels of these elements in wool are a result of accumulationby P aeruginosa These highly yellowed wools were pre-dominantly from young sheep which are more likely to havean immature immune response to this bacterium [5] and aremore susceptible to fleece rot compared to older sheep [57]Younger sheep also produce less wax, which is known toprovide a barrier to moisture and bacterial infection [58]If pigments secreted by bacteria contribute significantly tothe discoloration of fleece wools during growth, it may befeasible to inhibit bacterial growth and the associatedyellowing by reducing the bioavailability of metals withinthe wool and in the suint and wax that cover the fibres",moisture,"gram, wheat, mustard",,inhibit,0
